,smoothness_flatfield,smoothness_darkfield,sparse_cost_darkfield,fitting_mode,sort_intensity,channel_index,use_weight,rep,entropy,fourier_L0_norm,autotune_cost
22,0.001,0.046415888336127795,0.001,approximate,False,2,False,2,3.3448661470358805,0.3669590196497876,3662.9350626449123
23,0.001,0.046415888336127795,0.001,approximate,False,2,False,3,3.3671053076419017,0.3681508419154723,3674.875524462365
24,0.001,0.046415888336127795,0.001,approximate,False,2,False,4,3.355383728216203,0.36702013874033557,3663.5567711315716
25,0.001,0.046415888336127795,0.046415888336127795,approximate,False,2,False,0,3.407629827192754,0.3652324053418085,3645.731683245278
26,0.001,0.046415888336127795,0.046415888336127795,approximate,False,2,False,1,3.385991434869785,0.3657519176114659,3650.9051675495293
27,0.001,0.046415888336127795,0.046415888336127795,approximate,False,2,False,2,3.3690639288366273,0.36781468691745867,3671.5159331034233
28,0.001,0.046415888336127795,0.046415888336127795,approximate,False,2,False,3,3.3609267987936877,0.36836475873239005,3677.008514122694
29,0.001,0.046415888336127795,0.046415888336127795,approximate,False,2,False,4,3.378986794103488,0.367509091464719,3668.4699014412936
30,0.001,0.046415888336127795,2.1544346900318843,approximate,False,2,False,0,3.4413060741434762,0.36514072670598663,3644.8485731340097
31,0.001,0.046415888336127795,2.1544346900318843,approximate,False,2,False,1,3.468511171062002,0.36834947895975306,3676.9633007685925
32,0.001,0.046415888336127795,2.1544346900318843,approximate,False,2,False,2,3.4699858455876886,0.3657671973841029,3651.1419596866167
33,0.001,0.046415888336127795,2.1544346900318843,approximate,False,2,False,3,3.4830917667548458,0.3657977569293769,3651.4606610605238
34,0.001,0.046415888336127795,2.1544346900318843,approximate,False,2,False,4,3.4916600416211048,0.36830363964184215,3676.5280564600425
35,0.001,0.046415888336127795,100.0,approximate,False,2,False,0,3.2324741167758377,0.38307917978180483,3824.0242719348244
36,0.001,0.046415888336127795,100.0,approximate,False,2,False,1,3.2324969647407187,0.38505027045197565,3843.7352014844973
37,0.001,0.046415888336127795,100.0,approximate,False,2,False,2,3.2313485175622154,0.3854781040858112,3848.012389375674
38,0.001,0.046415888336127795,100.0,approximate,False,2,False,3,3.2354059848089745,0.3836750909146472,3829.9863151312807
39,0.001,0.046415888336127795,100.0,approximate,False,2,False,4,3.2318196413550924,0.3826513461479693,3819.7452811210483
40,0.001,2.1544346900318843,0.001,approximate,False,2,False,0,3.345604991539988,0.3701677719035541,3695.023324027081
