,smoothness_flatfield,fitting_mode,sort_intensity,channel_index,use_weight,rep,entropy,fourier_L0_norm,autotune_cost
165,0.7196856730011522,ladmap,False,2,False,0,3.796894381378172,0.01425602787030529,136.35717308443105
166,0.7196856730011522,ladmap,False,2,False,1,3.7943531372078074,0.013980991962839593,133.60427276560375
167,0.7196856730011522,ladmap,False,2,False,2,3.803118573324082,0.013797634691195795,131.779465485282
168,0.7196856730011522,ladmap,False,2,False,3,3.8008626731932345,0.014194908779757357,135.7499504707668
169,0.7196856730011522,ladmap,False,2,False,4,3.7948945463570674,0.013492039238456132,128.7152869309184
170,0.7196856730011522,approximate,False,2,True,0,4.375764319199328,0.005699355193594719,50.342250627426424
171,0.7196856730011522,approximate,False,2,True,1,4.37940650145933,0.005745194511505669,50.80030320351723
172,0.7196856730011522,approximate,False,2,True,2,4.372860618763921,0.006020230418971366,53.55041715597727
173,0.7196856730011522,approximate,False,2,True,3,4.371472396448975,0.006356385416984995,56.91225807761414
174,0.7196856730011522,approximate,False,2,True,4,4.40241258032638,0.006325825871711029,56.606565498874645
175,0.7196856730011522,approximate,False,2,False,0,3.5266363179932565,0.011658466522018152,110.11130153817479
176,0.7196856730011522,approximate,False,2,False,1,3.5268867183546706,0.011704305839929102,110.5699451176457
177,0.7196856730011522,approximate,False,2,False,2,3.526527053146855,0.011490389023011338,108.43041728326024
178,0.7196856730011522,approximate,False,2,False,3,3.5267139672471397,0.011658466522018152,110.11137918742867
179,0.7196856730011522,approximate,False,2,False,4,3.5262149151233984,0.011429269932463406,107.81891423975748
180,1.6378937069540647,ladmap,False,2,True,0,4.405439880461973,0.0044616936099990834,37.96758791842951
181,1.6378937069540647,ladmap,False,2,True,1,4.394645238120484,0.0044769733826360665,38.120137045761
182,1.6378937069540647,ladmap,False,2,True,2,4.386565811294125,0.0044769733826360665,38.11961683035356
183,1.6378937069540647,ladmap,False,2,True,3,4.391097974433909,0.0043241756562662345,36.592003513953955
184,1.6378937069540647,ladmap,False,2,True,4,4.398072724015671,0.0044158542920881335,37.5086635544517
185,1.6378937069540647,ladmap,False,2,False,0,3.7954414286888625,0.0072426122299300184,66.22156372798905
186,1.6378937069540647,ladmap,False,2,False,1,3.7938161261053995,0.007212052684656052,65.91434297266592
187,1.6378937069540647,ladmap,False,2,False,2,3.793721388750682,0.007212052684656052,65.9142482353112
188,1.6378937069540647,ladmap,False,2,False,3,3.7957054076450905,0.007227332457293035,66.06902998057545
189,1.6378937069540647,ladmap,False,2,False,4,3.7889810365917076,0.007227332457293035,66.06230560952207
190,1.6378937069540647,approximate,False,2,True,0,4.3967827006326905,0.0043241756562662345,36.59330024976939
191,1.6378937069540647,approximate,False,2,True,1,4.387618812273474,0.004370014974177184,37.051586819234196
192,1.6378937069540647,approximate,False,2,True,2,4.388989531792546,0.004354735201540201,36.898234646734
193,1.6378937069540647,approximate,False,2,True,3,4.396796623398818,0.004064419521437521,33.99539787132986
194,1.6378937069540647,approximate,False,2,True,4,4.39737334889732,0.0043088958836292515,36.44008072347928
195,1.6378937069540647,approximate,False,2,False,0,3.434028454933129,0.008862268129450233,82.05670974943547
196,1.6378937069540647,approximate,False,2,False,1,3.434020811386898,0.008908107447361183,82.51509528499874
197,1.6378937069540647,approximate,False,2,False,2,3.4337817286710615,0.008938666992635149,82.82045165502255
198,1.6378937069540647,approximate,False,2,False,3,3.433979542733987,0.008953946765272133,82.97344719545534
199,1.6378937069540647,approximate,False,2,False,4,3.433655047404394,0.008969226537909115,83.12592042649555
200,3.7275937203149416,ladmap,False,2,True,0,4.408761973101147,0.003514347706506127,28.501530917120792
201,3.7275937203149416,ladmap,False,2,True,1,4.397331931412252,0.003499067933869144,28.34881038661094
202,3.7275937203149416,ladmap,False,2,True,2,4.404244203678636,0.0034837881612321607,28.195457363134455
203,3.7275937203149416,ladmap,False,2,True,3,4.394021770001121,0.003514347706506127,28.5011878152781
204,3.7275937203149416,ladmap,False,2,True,4,4.391662731056534,0.0034837881612321607,28.195535254829906
205,3.7275937203149416,ladmap,False,2,False,0,3.7729646923127262,0.006967576322464321,63.44872791695594
206,3.7275937203149416,ladmap,False,2,False,1,3.766769739952045,0.006860617914005439,62.37294888000644
207,3.7275937203149416,ladmap,False,2,False,2,3.7629282649654727,0.006891177459279406,62.674702857759534
208,3.7275937203149416,ladmap,False,2,False,3,3.7764904378417032,0.006937016777190355,63.146658209745254
209,3.7275937203149416,ladmap,False,2,False,4,3.7794287742459103,0.006860617914005439,62.3856079143003
210,3.7275937203149416,approximate,False,2,True,0,4.4192475443481705,0.003514347706506127,28.499488893990065
211,3.7275937203149416,approximate,False,2,True,1,4.401908159624193,0.003499067933869144,28.34679325321569
212,3.7275937203149416,approximate,False,2,True,2,4.4105015426672205,0.0034837881612321607,28.193460383924023
213,3.7275937203149416,approximate,False,2,True,3,4.395252401521579,0.003499067933869144,28.34638367525796
214,3.7275937203149416,approximate,False,2,True,4,4.405324172217237,0.0034837881612321607,28.19350927157266
215,3.7275937203149416,approximate,False,2,False,0,3.372032908582554,0.0034837881612321607,28.20991452090416
216,3.7275937203149416,approximate,False,2,False,1,3.3723233113012956,0.0034685083885951777,28.05740719725307
217,3.7275937203149416,approximate,False,2,False,2,3.3719109506215497,0.0034837881612321607,28.209792562943157
218,3.7275937203149416,approximate,False,2,False,3,3.3719787303024695,0.0034837881612321607,28.209860342624076
219,3.7275937203149416,approximate,False,2,False,4,3.3718066163256837,0.0034685083885951777,28.05689050227746
220,8.483428982440726,ladmap,False,2,True,0,4.430351590493786,0.0031629129358555145,25.010059774177062
221,8.483428982440726,ladmap,False,2,True,1,4.419236008532057,0.003132353390581548,24.70217422689254
222,8.483428982440726,ladmap,False,2,True,2,4.429535556692811,0.0030865140726705985,24.24823284656915
223,8.483428982440726,ladmap,False,2,True,3,4.447605694792286,0.0030865140726705985,24.25162011215329
224,8.483428982440726,ladmap,False,2,True,4,4.461033165905589,0.003117073617944565,24.551361958973253
225,8.483428982440726,ladmap,False,2,False,0,3.472765974545632,0.003101793845307582,24.490704427621452
226,8.483428982440726,ladmap,False,2,False,1,3.463824184819645,0.0030559545273966325,24.02336945878597
227,8.483428982440726,ladmap,False,2,False,2,3.4512470383394462,0.0030865140726705985,24.31638776504543
228,8.483428982440726,ladmap,False,2,False,3,3.4506516599221495,0.0031629129358555145,25.07978101847729
229,8.483428982440726,ladmap,False,2,False,4,3.4442103781302884,0.0031934724811294806,25.378935189425096
230,8.483428982440726,approximate,False,2,True,0,4.456326083799299,0.0030865140726705985,24.256355069399223
231,8.483428982440726,approximate,False,2,True,1,4.447373279456348,0.0030865140726705985,24.256473563121364
232,8.483428982440726,approximate,False,2,True,2,4.4265910764196335,0.0030712343000336155,24.103115562666748
233,8.483428982440726,approximate,False,2,True,3,4.458495714271971,0.0030865140726705985,24.25550674387769
234,8.483428982440726,approximate,False,2,True,4,4.458751147503963,0.0030865140726705985,24.255611852926723
235,8.483428982440726,approximate,False,2,False,0,3.3917687218349086,0.003117073617944565,24.56250490128056
236,8.483428982440726,approximate,False,2,False,1,3.392050232154114,0.003117073617944565,24.562786411599767
237,8.483428982440726,approximate,False,2,False,2,3.3914262516970064,0.003117073617944565,24.562162431142657
238,8.483428982440726,approximate,False,2,False,3,3.3909729182058115,0.003132353390581548,24.714506824021292
239,8.483428982440726,approximate,False,2,False,4,3.3912468932829847,0.003117073617944565,24.561983072728637
240,19.306977288832496,ladmap,False,2,True,0,4.483627893732018,0.0022155670323625583,15.598611899014829
241,19.306977288832496,ladmap,False,2,True,1,4.503743785786332,0.0015279772636983162,8.751925090139656
242,19.306977288832496,ladmap,False,2,True,2,4.506397709943592,0.001054304311951838,4.02847590449092
243,19.306977288832496,ladmap,False,2,True,3,4.504173725680923,0.0013598997646915014,7.081296722438091
244,19.306977288832496,ladmap,False,2,True,4,4.499407415296443,0.0018946918069859121,12.404293460048105
