,true_flatfield_id,intensity,ave_count,n_images,blob_dist_key,rep,image_index,fitting_mode,smoothness_flatfield,time
66,0,10,100,10,unbiased,4,109,ladmap,1.7782794100389228,0.9140205383300781
67,0,10,100,10,unbiased,4,109,ladmap,4.641588833612779,0.751173734664917
68,0,10,100,10,unbiased,4,109,ladmap,12.115276586285889,0.9900727272033691
69,0,10,100,10,unbiased,4,109,ladmap,31.622776601683796,1.1290457248687744
70,0,10,100,10,unbiased,4,109,approximate,0.09999999999999999,0.8019387722015381
71,0,10,100,10,unbiased,4,109,approximate,0.2610157215682537,0.680626392364502
72,0,10,100,10,unbiased,4,109,approximate,0.6812920690579614,0.6858420372009277
73,0,10,100,10,unbiased,4,109,approximate,1.7782794100389228,0.8644542694091797
74,0,10,100,10,unbiased,4,109,approximate,4.641588833612779,0.8528258800506592
75,0,10,100,10,unbiased,4,109,approximate,12.115276586285889,0.6911778450012207
76,0,10,100,10,unbiased,4,109,approximate,31.622776601683796,0.6501905918121338
77,0,10,100,30,unbiased,0,115,ladmap,0.09999999999999999,0.7556416988372803
78,0,10,100,30,unbiased,0,115,ladmap,0.2610157215682537,0.7568724155426025
79,0,10,100,30,unbiased,0,115,ladmap,0.6812920690579614,0.8771047592163086
80,0,10,100,30,unbiased,0,115,ladmap,1.7782794100389228,0.7420856952667236
81,0,10,100,30,unbiased,0,115,ladmap,4.641588833612779,0.8149800300598145
82,0,10,100,30,unbiased,0,115,ladmap,12.115276586285889,0.9103982448577881
83,0,10,100,30,unbiased,0,115,ladmap,31.622776601683796,1.147704839706421
84,0,10,100,30,unbiased,0,115,approximate,0.09999999999999999,0.8442287445068359
85,0,10,100,30,unbiased,0,115,approximate,0.2610157215682537,0.6545789241790771
86,0,10,100,30,unbiased,0,115,approximate,0.6812920690579614,0.6439857482910156
87,0,10,100,30,unbiased,0,115,approximate,1.7782794100389228,0.717526912689209
88,0,10,100,30,unbiased,0,115,approximate,4.641588833612779,0.8154692649841309
89,0,10,100,30,unbiased,0,115,approximate,12.115276586285889,0.6608085632324219
90,0,10,100,30,unbiased,0,115,approximate,31.622776601683796,0.7651498317718506
91,0,10,100,30,unbiased,1,116,ladmap,0.09999999999999999,0.792837381362915
92,0,10,100,30,unbiased,1,116,ladmap,0.2610157215682537,0.7316110134124756
93,0,10,100,30,unbiased,1,116,ladmap,0.6812920690579614,0.8509349822998047
94,0,10,100,30,unbiased,1,116,ladmap,1.7782794100389228,0.7709295749664307
95,0,10,100,30,unbiased,1,116,ladmap,4.641588833612779,0.754035472869873
96,0,10,100,30,unbiased,1,116,ladmap,12.115276586285889,2.254249095916748
97,0,10,100,30,unbiased,1,116,ladmap,31.622776601683796,1.0983400344848633
98,0,10,100,30,unbiased,1,116,approximate,0.09999999999999999,0.6507453918457031
99,0,10,100,30,unbiased,1,116,approximate,0.2610157215682537,0.7123737335205078
100,0,10,100,30,unbiased,1,116,approximate,0.6812920690579614,0.6780076026916504
101,0,10,100,30,unbiased,1,116,approximate,1.7782794100389228,0.6536619663238525
102,0,10,100,30,unbiased,1,116,approximate,4.641588833612779,0.6486830711364746
103,0,10,100,30,unbiased,1,116,approximate,12.115276586285889,0.6840822696685791
104,0,10,100,30,unbiased,1,116,approximate,31.622776601683796,0.6458919048309326
105,0,10,100,30,unbiased,2,117,ladmap,0.09999999999999999,0.7480814456939697
106,0,10,100,30,unbiased,2,117,ladmap,0.2610157215682537,0.7492902278900146
107,0,10,100,30,unbiased,2,117,ladmap,0.6812920690579614,0.7367522716522217
108,0,10,100,30,unbiased,2,117,ladmap,1.7782794100389228,0.7634847164154053
109,0,10,100,10,unbiased,0,105,ladmap,0.09999999999999999,6.216244697570801
110,0,10,100,10,unbiased,0,105,ladmap,0.2610157215682537,0.03530287742614746
111,0,10,100,10,unbiased,0,105,ladmap,0.6812920690579614,0.03392910957336426
112,0,10,100,10,unbiased,0,105,ladmap,1.7782794100389228,0.03353238105773926
113,0,10,100,10,unbiased,0,105,ladmap,4.641588833612779,0.03324270248413086
114,0,10,100,10,unbiased,0,105,ladmap,12.115276586285889,0.03554248809814453
115,0,10,100,10,unbiased,0,105,ladmap,31.622776601683796,0.033212900161743164
116,0,10,100,10,unbiased,0,105,approximate,0.09999999999999999,0.033128976821899414
117,0,10,100,10,unbiased,0,105,approximate,0.2610157215682537,0.03160691261291504
118,0,10,100,10,unbiased,0,105,approximate,0.6812920690579614,0.03150653839111328
119,0,10,100,10,unbiased,0,105,approximate,1.7782794100389228,0.03457450866699219
120,0,10,100,10,unbiased,0,105,approximate,4.641588833612779,0.03213858604431152
121,0,10,100,10,unbiased,0,105,approximate,12.115276586285889,0.03162384033203125
122,0,10,100,10,unbiased,0,105,approximate,31.622776601683796,0.031207561492919922
123,0,10,100,10,unbiased,1,106,ladmap,0.09999999999999999,0.7412412166595459
124,0,10,100,10,unbiased,1,106,ladmap,0.2610157215682537,0.036525726318359375
125,0,10,100,10,unbiased,1,106,ladmap,0.6812920690579614,0.03226017951965332
126,0,10,100,10,unbiased,1,106,ladmap,1.7782794100389228,0.031522274017333984
127,0,10,100,10,unbiased,1,106,ladmap,4.641588833612779,0.031600236892700195
128,0,10,100,10,unbiased,1,106,ladmap,12.115276586285889,0.03152894973754883
129,0,10,100,10,unbiased,1,106,ladmap,31.622776601683796,0.03455781936645508
130,0,10,100,10,unbiased,1,106,approximate,0.09999999999999999,0.031216144561767578
131,0,10,100,10,unbiased,1,106,approximate,0.2610157215682537,0.03127551078796387
132,0,10,100,10,unbiased,1,106,approximate,0.6812920690579614,0.03150796890258789
133,0,10,100,10,unbiased,1,106,approximate,1.7782794100389228,0.034252166748046875
134,0,10,100,10,unbiased,1,106,approximate,4.641588833612779,0.031656503677368164
135,0,10,100,10,unbiased,1,106,approximate,12.115276586285889,0.03145885467529297
136,0,10,100,10,unbiased,1,106,approximate,31.622776601683796,0.03125357627868652
137,0,10,100,10,unbiased,2,107,ladmap,0.09999999999999999,0.8572041988372803
138,0,10,100,10,unbiased,2,107,ladmap,0.2610157215682537,0.046175479888916016
139,0,10,100,10,unbiased,2,107,ladmap,0.6812920690579614,0.04075479507446289
140,0,10,100,10,unbiased,2,107,ladmap,1.7782794100389228,0.042844533920288086
141,0,10,100,10,unbiased,2,107,ladmap,4.641588833612779,0.04007411003112793
142,0,10,100,10,unbiased,2,107,ladmap,12.115276586285889,0.040184736251831055
143,0,10,100,10,unbiased,2,107,ladmap,31.622776601683796,0.04004025459289551
144,0,10,100,10,unbiased,2,107,approximate,0.09999999999999999,0.04259014129638672
145,0,10,100,10,unbiased,2,107,approximate,0.2610157215682537,0.04017448425292969
146,0,10,100,10,unbiased,2,107,approximate,0.6812920690579614,0.03998923301696777
147,0,10,100,10,unbiased,2,107,approximate,1.7782794100389228,0.04000544548034668
148,0,10,100,10,unbiased,2,107,approximate,4.641588833612779,0.042960166931152344
149,0,10,100,10,unbiased,2,107,approximate,12.115276586285889,0.04035663604736328
150,0,10,100,10,unbiased,2,107,approximate,31.622776601683796,0.04019308090209961
151,0,10,100,10,unbiased,3,108,ladmap,0.09999999999999999,0.8201439380645752
152,0,10,100,10,unbiased,3,108,ladmap,0.2610157215682537,0.033293724060058594
153,0,10,100,10,unbiased,3,108,ladmap,0.6812920690579614,0.03510451316833496
154,0,10,100,10,unbiased,3,108,ladmap,1.7782794100389228,0.03232097625732422
155,0,10,100,10,unbiased,3,108,ladmap,4.641588833612779,0.031935930252075195
156,0,10,100,10,unbiased,3,108,ladmap,12.115276586285889,0.03213095664978027
157,0,10,100,10,unbiased,3,108,ladmap,31.622776601683796,0.03197979927062988
158,0,10,100,10,unbiased,3,108,approximate,0.09999999999999999,0.03174424171447754
159,0,10,100,10,unbiased,3,108,approximate,0.2610157215682537,0.0342104434967041
160,0,10,100,10,unbiased,3,108,approximate,0.6812920690579614,0.03192257881164551
161,0,10,100,10,unbiased,3,108,approximate,1.7782794100389228,0.03177237510681152
162,0,10,100,10,unbiased,3,108,approximate,4.641588833612779,0.0317835807800293
163,0,10,100,10,unbiased,3,108,approximate,12.115276586285889,0.031757354736328125
164,0,10,100,10,unbiased,3,108,approximate,31.622776601683796,0.03414034843444824
165,0,10,100,10,unbiased,4,109,ladmap,0.09999999999999999,0.7207469940185547
166,0,10,100,10,unbiased,4,109,ladmap,0.2610157215682537,0.03446149826049805
167,0,10,100,10,unbiased,4,109,ladmap,0.6812920690579614,0.03278636932373047
168,0,10,100,10,unbiased,4,109,ladmap,1.7782794100389228,0.03213143348693848
169,0,10,100,10,unbiased,4,109,ladmap,4.641588833612779,0.03489804267883301
170,0,10,100,10,unbiased,4,109,ladmap,12.115276586285889,0.032228946685791016
171,0,10,100,10,unbiased,4,109,ladmap,31.622776601683796,0.031858205795288086
172,0,10,100,10,unbiased,4,109,approximate,0.09999999999999999,0.03184342384338379
173,0,10,100,10,unbiased,4,109,approximate,0.2610157215682537,0.03169441223144531
174,0,10,100,10,unbiased,4,109,approximate,0.6812920690579614,0.034085988998413086
175,0,10,100,10,unbiased,4,109,approximate,1.7782794100389228,0.0315704345703125
176,0,10,100,10,unbiased,4,109,approximate,4.641588833612779,0.03175473213195801
177,0,10,100,10,unbiased,4,109,approximate,12.115276586285889,0.03183746337890625
178,0,10,100,10,unbiased,4,109,approximate,31.622776601683796,0.031616926193237305
179,0,10,100,30,unbiased,0,115,ladmap,0.09999999999999999,0.7044482231140137
180,0,10,100,30,unbiased,0,115,ladmap,0.2610157215682537,0.03358197212219238
181,0,10,100,30,unbiased,0,115,ladmap,0.6812920690579614,0.03236126899719238
182,0,10,100,30,unbiased,0,115,ladmap,1.7782794100389228,0.0321803092956543
183,0,10,100,30,unbiased,0,115,ladmap,4.641588833612779,0.031983137130737305
184,0,10,100,30,unbiased,0,115,ladmap,12.115276586285889,0.034180402755737305
185,0,10,100,30,unbiased,0,115,ladmap,31.622776601683796,0.03173708915710449
186,0,10,100,30,unbiased,0,115,approximate,0.09999999999999999,0.03167223930358887
187,0,10,100,30,unbiased,0,115,approximate,0.2610157215682537,0.03164219856262207
188,0,10,100,30,unbiased,0,115,approximate,0.6812920690579614,0.03161740303039551
189,0,10,100,30,unbiased,0,115,approximate,1.7782794100389228,0.03418707847595215
190,0,10,100,30,unbiased,0,115,approximate,4.641588833612779,0.031684160232543945
191,0,10,100,30,unbiased,0,115,approximate,12.115276586285889,0.03176259994506836
192,0,10,100,30,unbiased,0,115,approximate,31.622776601683796,0.03220486640930176
193,0,10,100,30,unbiased,1,116,ladmap,0.09999999999999999,0.7352325916290283
194,0,10,100,30,unbiased,1,116,ladmap,0.2610157215682537,0.041678667068481445
195,0,10,100,30,unbiased,1,116,ladmap,0.6812920690579614,0.04089856147766113
196,0,10,100,30,unbiased,1,116,ladmap,1.7782794100389228,0.04046034812927246
197,0,10,100,30,unbiased,1,116,ladmap,4.641588833612779,0.040611982345581055
198,0,10,100,30,unbiased,1,116,ladmap,12.115276586285889,0.040468454360961914
199,0,10,100,30,unbiased,1,116,ladmap,31.622776601683796,0.042980194091796875
200,0,10,100,30,unbiased,1,116,approximate,0.09999999999999999,0.04023265838623047
201,0,10,100,30,unbiased,1,116,approximate,0.2610157215682537,0.040135860443115234
202,0,10,100,30,unbiased,1,116,approximate,0.6812920690579614,0.039908409118652344
203,0,10,100,30,unbiased,1,116,approximate,1.7782794100389228,0.04249691963195801
204,0,10,100,30,unbiased,1,116,approximate,4.641588833612779,0.03992938995361328
205,0,10,100,30,unbiased,1,116,approximate,12.115276586285889,0.039777278900146484
206,0,10,100,30,unbiased,1,116,approximate,31.622776601683796,0.04002523422241211
207,0,10,100,30,unbiased,2,117,ladmap,0.09999999999999999,0.7581164836883545
208,0,10,100,30,unbiased,2,117,ladmap,0.2610157215682537,0.03335928916931152
209,0,10,100,30,unbiased,2,117,ladmap,0.6812920690579614,0.032166481018066406
210,0,10,100,30,unbiased,2,117,ladmap,1.7782794100389228,0.03195929527282715
211,0,10,100,30,unbiased,2,117,ladmap,4.641588833612779,0.03169965744018555
212,0,10,100,30,unbiased,2,117,ladmap,12.115276586285889,0.034021854400634766
213,0,10,100,30,unbiased,2,117,ladmap,31.622776601683796,0.031624794006347656
214,0,10,100,30,unbiased,2,117,approximate,0.09999999999999999,0.03143906593322754
215,0,10,100,30,unbiased,2,117,approximate,0.2610157215682537,0.03169131278991699
216,0,10,100,30,unbiased,2,117,approximate,0.6812920690579614,0.031514644622802734
217,0,10,100,30,unbiased,2,117,approximate,1.7782794100389228,0.03410649299621582
218,0,10,100,30,unbiased,2,117,approximate,4.641588833612779,0.03162550926208496
219,0,10,100,30,unbiased,2,117,approximate,12.115276586285889,0.03146958351135254
220,0,10,100,30,unbiased,2,117,approximate,31.622776601683796,0.0324397087097168
221,0,10,100,30,unbiased,3,118,ladmap,0.09999999999999999,0.7462301254272461
222,0,10,100,30,unbiased,3,118,ladmap,0.2610157215682537,0.04041433334350586
223,0,10,100,30,unbiased,3,118,ladmap,0.6812920690579614,0.039513587951660156
224,0,10,100,30,unbiased,3,118,ladmap,1.7782794100389228,0.04173731803894043
225,0,10,100,30,unbiased,3,118,ladmap,4.641588833612779,0.03897452354431152
226,0,10,100,30,unbiased,3,118,ladmap,12.115276586285889,0.03881692886352539
227,0,10,100,30,unbiased,3,118,ladmap,31.622776601683796,0.03869771957397461
228,0,10,100,30,unbiased,3,118,approximate,0.09999999999999999,0.038561105728149414
229,0,10,100,30,unbiased,3,118,approximate,0.2610157215682537,0.04138302803039551
230,0,10,100,30,unbiased,3,118,approximate,0.6812920690579614,0.03857707977294922
231,0,10,100,30,unbiased,3,118,approximate,1.7782794100389228,0.038596153259277344
232,0,10,100,30,unbiased,3,118,approximate,4.641588833612779,0.03856301307678223
233,0,10,100,30,unbiased,3,118,approximate,12.115276586285889,0.038635969161987305
234,0,10,100,30,unbiased,3,118,approximate,31.622776601683796,0.03878068923950195
235,0,10,100,30,unbiased,4,119,ladmap,0.09999999999999999,0.7920243740081787
236,0,10,100,30,unbiased,4,119,ladmap,0.2610157215682537,0.035216569900512695
237,0,10,100,30,unbiased,4,119,ladmap,0.6812920690579614,0.03571677207946777
238,0,10,100,30,unbiased,4,119,ladmap,1.7782794100389228,0.03263998031616211
239,0,10,100,30,unbiased,4,119,ladmap,4.641588833612779,0.031844377517700195
240,0,10,100,30,unbiased,4,119,ladmap,12.115276586285889,0.03174948692321777
241,0,10,100,30,unbiased,4,119,ladmap,31.622776601683796,0.03217267990112305
242,0,10,100,30,unbiased,4,119,approximate,0.09999999999999999,0.03440713882446289
243,0,10,100,30,unbiased,4,119,approximate,0.2610157215682537,0.03202199935913086
244,0,10,100,30,unbiased,4,119,approximate,0.6812920690579614,0.03187751770019531
245,0,10,100,30,unbiased,4,119,approximate,1.7782794100389228,0.031598567962646484
246,0,10,100,30,unbiased,4,119,approximate,4.641588833612779,0.03157401084899902
247,0,10,100,30,unbiased,4,119,approximate,12.115276586285889,0.03396964073181152
248,0,10,100,30,unbiased,4,119,approximate,31.622776601683796,0.03142499923706055
249,0,10,100,100,unbiased,0,125,ladmap,0.09999999999999999,6.626563787460327
250,0,10,100,100,unbiased,0,125,ladmap,0.2610157215682537,0.05824446678161621
251,0,10,100,100,unbiased,0,125,ladmap,0.6812920690579614,0.05545544624328613
252,0,10,100,100,unbiased,0,125,ladmap,1.7782794100389228,0.05730271339416504
253,0,10,100,100,unbiased,0,125,ladmap,4.641588833612779,0.05478048324584961
254,0,10,100,100,unbiased,0,125,ladmap,12.115276586285889,0.05455327033996582
255,0,10,100,100,unbiased,0,125,ladmap,31.622776601683796,0.05719947814941406
256,0,10,100,100,unbiased,0,125,approximate,0.09999999999999999,0.054140567779541016
257,0,10,100,100,unbiased,0,125,approximate,0.2610157215682537,0.054241180419921875
258,0,10,100,100,unbiased,0,125,approximate,0.6812920690579614,0.05667924880981445
259,0,10,100,100,unbiased,0,125,approximate,1.7782794100389228,0.050739288330078125
260,0,10,100,100,unbiased,0,125,approximate,4.641588833612779,0.048671722412109375
261,0,10,100,100,unbiased,0,125,approximate,12.115276586285889,0.04759025573730469
262,0,10,100,100,unbiased,0,125,approximate,31.622776601683796,0.0480046272277832
263,0,10,100,100,unbiased,1,126,ladmap,0.09999999999999999,0.8860683441162109
264,0,10,100,100,unbiased,1,126,ladmap,0.2610157215682537,0.05639505386352539
265,0,10,100,100,unbiased,1,126,ladmap,0.6812920690579614,0.055110931396484375
266,0,10,100,100,unbiased,1,126,ladmap,1.7782794100389228,0.05495619773864746
267,0,10,100,100,unbiased,1,126,ladmap,4.641588833612779,0.05460190773010254
268,0,10,100,100,unbiased,1,126,ladmap,12.115276586285889,0.05482053756713867
269,0,10,100,100,unbiased,1,126,ladmap,31.622776601683796,0.054184913635253906
270,0,10,100,100,unbiased,1,126,approximate,0.09999999999999999,0.05413818359375
271,0,10,100,100,unbiased,1,126,approximate,0.2610157215682537,0.054575204849243164
272,0,10,100,100,unbiased,1,126,approximate,0.6812920690579614,0.0551605224609375
273,0,10,100,100,unbiased,1,126,approximate,1.7782794100389228,0.053168296813964844
274,0,10,100,100,unbiased,1,126,approximate,4.641588833612779,0.050005197525024414
275,0,10,100,100,unbiased,1,126,approximate,12.115276586285889,0.04844021797180176
276,0,10,100,100,unbiased,1,126,approximate,31.622776601683796,0.047945261001586914
277,0,10,100,100,unbiased,2,127,ladmap,0.09999999999999999,0.7354269027709961
278,0,10,100,100,unbiased,2,127,ladmap,0.2610157215682537,0.05002427101135254
279,0,10,100,100,unbiased,2,127,ladmap,0.6812920690579614,0.048250436782836914
280,0,10,100,100,unbiased,2,127,ladmap,1.7782794100389228,0.04770255088806152
281,0,10,100,100,unbiased,2,127,ladmap,4.641588833612779,0.04989743232727051
282,0,10,100,100,unbiased,2,127,ladmap,12.115276586285889,0.04792141914367676
283,0,10,100,100,unbiased,2,127,ladmap,31.622776601683796,0.04761648178100586
284,0,10,100,100,unbiased,2,127,approximate,0.09999999999999999,0.05130434036254883
285,0,10,100,100,unbiased,2,127,approximate,0.2610157215682537,0.04782390594482422
286,0,10,100,100,unbiased,2,127,approximate,0.6812920690579614,0.04743790626525879
287,0,10,100,100,unbiased,2,127,approximate,1.7782794100389228,0.047518014907836914
288,0,10,100,100,unbiased,2,127,approximate,4.641588833612779,0.04730057716369629
289,0,10,100,100,unbiased,2,127,approximate,12.115276586285889,0.049677133560180664
290,0,10,100,100,unbiased,2,127,approximate,31.622776601683796,0.04726457595825195
291,0,10,100,100,unbiased,3,128,ladmap,0.09999999999999999,0.7543027400970459
292,0,10,100,100,unbiased,3,128,ladmap,0.2610157215682537,0.05543661117553711
293,0,10,100,100,unbiased,3,128,ladmap,0.6812920690579614,0.05729365348815918
294,0,10,100,100,unbiased,3,128,ladmap,1.7782794100389228,0.05386853218078613
295,0,10,100,100,unbiased,3,128,ladmap,4.641588833612779,0.05409383773803711
296,0,10,100,100,unbiased,3,128,ladmap,12.115276586285889,0.053722381591796875
297,0,10,100,100,unbiased,3,128,ladmap,31.622776601683796,0.05627036094665527
298,0,10,100,100,unbiased,3,128,approximate,0.09999999999999999,0.05390501022338867
299,0,10,100,100,unbiased,3,128,approximate,0.2610157215682537,0.05360555648803711
300,0,10,100,100,unbiased,3,128,approximate,0.6812920690579614,0.05374026298522949
301,0,10,100,100,unbiased,3,128,approximate,1.7782794100389228,0.05632591247558594
302,0,10,100,100,unbiased,3,128,approximate,4.641588833612779,0.05191516876220703
303,0,10,100,100,unbiased,3,128,approximate,12.115276586285889,0.049695491790771484
304,0,10,100,100,unbiased,3,128,approximate,31.622776601683796,0.04756331443786621
305,0,10,100,100,unbiased,4,129,ladmap,0.09999999999999999,0.7525098323822021
306,0,10,100,100,unbiased,4,129,ladmap,0.2610157215682537,0.0500035285949707
307,0,10,100,100,unbiased,4,129,ladmap,0.6812920690579614,0.051224708557128906
308,0,10,100,100,unbiased,4,129,ladmap,1.7782794100389228,0.048201560974121094
309,0,10,100,100,unbiased,4,129,ladmap,4.641588833612779,0.047992706298828125
310,0,10,100,100,unbiased,4,129,ladmap,12.115276586285889,0.04784417152404785
311,0,10,100,100,unbiased,4,129,ladmap,31.622776601683796,0.048071861267089844
312,0,10,100,100,unbiased,4,129,approximate,0.09999999999999999,0.04857635498046875
313,0,10,100,100,unbiased,4,129,approximate,0.2610157215682537,0.04918098449707031
314,0,10,100,100,unbiased,4,129,approximate,0.6812920690579614,0.0520024299621582
315,0,10,100,100,unbiased,4,129,approximate,1.7782794100389228,0.048081398010253906
316,0,10,100,100,unbiased,4,129,approximate,4.641588833612779,0.04762458801269531
317,0,10,100,100,unbiased,4,129,approximate,12.115276586285889,0.04736137390136719
318,0,10,100,100,unbiased,4,129,approximate,31.622776601683796,0.04666447639465332
319,0,10,100,300,unbiased,0,135,ladmap,0.09999999999999999,0.7459385395050049
320,0,10,100,300,unbiased,0,135,ladmap,0.2610157215682537,0.05228471755981445
321,0,10,100,300,unbiased,0,135,ladmap,0.6812920690579614,0.04817795753479004
322,0,10,100,300,unbiased,0,135,ladmap,1.7782794100389228,0.04808235168457031
323,0,10,100,300,unbiased,0,135,ladmap,4.641588833612779,0.04737257957458496
324,0,10,100,300,unbiased,0,135,ladmap,12.115276586285889,0.04960227012634277
325,0,10,100,300,unbiased,0,135,ladmap,31.622776601683796,0.047248125076293945
326,0,10,100,300,unbiased,0,135,approximate,0.09999999999999999,0.04698538780212402
327,0,10,100,300,unbiased,0,135,approximate,0.2610157215682537,0.047214508056640625
328,0,10,100,300,unbiased,0,135,approximate,0.6812920690579614,0.049303293228149414
329,0,10,100,300,unbiased,0,135,approximate,1.7782794100389228,0.04760479927062988
330,0,10,100,300,unbiased,0,135,approximate,4.641588833612779,0.04758572578430176
331,0,10,100,300,unbiased,0,135,approximate,12.115276586285889,0.04749298095703125
332,0,10,100,300,unbiased,0,135,approximate,31.622776601683796,0.047292232513427734
333,0,10,100,300,unbiased,1,136,ladmap,0.09999999999999999,0.7564797401428223
334,0,10,100,300,unbiased,1,136,ladmap,0.2610157215682537,0.05002093315124512
335,0,10,100,300,unbiased,1,136,ladmap,0.6812920690579614,0.05050182342529297
336,0,10,100,300,unbiased,1,136,ladmap,1.7782794100389228,0.04761004447937012
337,0,10,100,300,unbiased,1,136,ladmap,4.641588833612779,0.04743504524230957
