,true_flatfield_id,intensity,ave_count,n_images,blob_dist_key,rep,image_index,fitting_mode,smoothness_flatfield,time,deviation
0,0,10,0,10,biased,0,0,ladmap,0.09999999999999999,10.922137975692749,0.02431518897287487
1,0,10,0,10,biased,0,0,ladmap,0.2610157215682537,1.0112438201904297,0.01854976221947175
2,0,10,0,10,biased,0,0,ladmap,0.6812920690579614,0.8004281520843506,0.008840443847320193
3,0,10,0,10,biased,0,0,ladmap,1.7782794100389228,0.8432307243347168,0.005247202142003411
4,0,10,0,10,biased,0,0,ladmap,4.641588833612779,1.0331950187683105,0.010590258758307098
5,0,10,0,10,biased,0,0,ladmap,12.115276586285889,1.0010385513305664,0.02105533426175571
6,0,10,0,10,biased,0,0,ladmap,31.622776601683796,1.1861565113067627,0.04630516881384426
7,0,10,0,10,biased,0,0,approximate,0.09999999999999999,20.48767066001892,0.02779610165112228
8,0,10,0,10,biased,0,0,approximate,0.2610157215682537,0.9892778396606445,0.024543768103053823
9,0,10,0,10,biased,0,0,approximate,0.6812920690579614,0.9371662139892578,0.01720037089789104
10,0,10,0,10,biased,0,0,approximate,1.7782794100389228,0.965857982635498,0.007573999951746842
11,0,10,0,10,biased,0,0,approximate,4.641588833612779,0.8790621757507324,0.005606436764281012
12,0,10,0,10,biased,0,0,approximate,12.115276586285889,0.795292854309082,0.011464396144063718
13,0,10,0,10,biased,0,0,approximate,31.622776601683796,0.9871814250946045,0.0228693198552459
14,0,10,0,10,biased,1,1,ladmap,0.09999999999999999,1.6885764598846436,0.024033205079533403
15,0,10,0,10,biased,1,1,ladmap,0.2610157215682537,0.8249161243438721,0.01866359705616738
16,0,10,0,10,biased,1,1,ladmap,0.6812920690579614,0.7758221626281738,0.009178301679416228
17,0,10,0,10,biased,1,1,ladmap,1.7782794100389228,0.6361124515533447,0.004725592368067107
18,0,10,0,10,biased,1,1,ladmap,4.641588833612779,0.8370435237884521,0.00916252626717912
19,0,10,0,10,biased,1,1,ladmap,12.115276586285889,0.8601303100585938,0.02060628430107638
20,0,10,0,10,biased,1,1,ladmap,31.622776601683796,0.9860966205596924,0.046005284467071805
21,0,10,0,10,biased,1,1,approximate,0.09999999999999999,1.593515396118164,0.027593726777039328
22,0,10,0,10,biased,1,1,approximate,0.2610157215682537,0.9869685173034668,0.024358782303007954
23,0,10,0,10,biased,1,1,approximate,0.6812920690579614,1.1747641563415527,0.01735616182919693
24,0,10,0,10,biased,1,1,approximate,1.7782794100389228,1.0550460815429688,0.007775696764631068
25,0,10,0,10,biased,1,1,approximate,4.641588833612779,0.9586963653564453,0.00494518291429419
26,0,10,0,10,biased,1,1,approximate,12.115276586285889,0.9380323886871338,0.010179629335457676
27,0,10,0,10,biased,1,1,approximate,31.622776601683796,0.7997772693634033,0.022230151351322093
28,0,10,0,10,biased,2,2,ladmap,0.09999999999999999,1.672276496887207,0.024671995096186658
29,0,10,0,10,biased,2,2,ladmap,0.2610157215682537,0.8658046722412109,0.01924732723689259
30,0,10,0,10,biased,2,2,ladmap,0.6812920690579614,0.9252016544342041,0.01010536688271764
31,0,10,0,10,biased,2,2,ladmap,1.7782794100389228,0.8065130710601807,0.0054890078635216055
32,0,10,0,10,biased,2,2,ladmap,4.641588833612779,0.694749116897583,0.01066982440347701
33,0,10,0,10,biased,2,2,ladmap,12.115276586285889,0.6923267841339111,0.022195580108475513
34,0,10,0,10,biased,2,2,ladmap,31.622776601683796,0.9337117671966553,0.04919327943008597
35,0,10,0,10,biased,2,2,approximate,0.09999999999999999,1.5267927646636963,0.027941226141595887
36,0,10,0,10,biased,2,2,approximate,0.2610157215682537,1.006432294845581,0.024858291764427474
37,0,10,0,10,biased,2,2,approximate,0.6812920690579614,1.0089049339294434,0.0181450974255144
38,0,10,0,10,biased,2,2,approximate,1.7782794100389228,0.849785566329956,0.008824717693795475
39,0,10,0,10,biased,2,2,approximate,4.641588833612779,1.0003347396850586,0.005765773222760209
40,0,10,0,10,biased,2,2,approximate,12.115276586285889,1.0210440158843994,0.011753335859168395
41,0,10,0,10,biased,2,2,approximate,31.622776601683796,1.2310302257537842,0.024074198376873926
42,0,10,0,10,biased,3,3,ladmap,0.09999999999999999,1.8528847694396973,0.024030113760006598
43,0,10,0,10,biased,3,3,ladmap,0.2610157215682537,0.8446075916290283,0.01866439494154609
44,0,10,0,10,biased,3,3,ladmap,0.6812920690579614,0.8000991344451904,0.009292574746836355
45,0,10,0,10,biased,3,3,ladmap,1.7782794100389228,0.6106562614440918,0.0048751523055219
46,0,10,0,10,biased,3,3,ladmap,4.641588833612779,0.6343698501586914,0.010238012658535009
47,0,10,0,10,biased,3,3,ladmap,12.115276586285889,0.7723190784454346,0.021408544265822893
48,0,10,0,10,biased,3,3,ladmap,31.622776601683796,0.7966737747192383,0.047166752960530384
49,0,10,0,10,biased,3,3,approximate,0.09999999999999999,1.5349419116973877,0.027765986696840238
50,0,10,0,10,biased,3,3,approximate,0.2610157215682537,0.9698624610900879,0.02455496112833739
51,0,10,0,10,biased,3,3,approximate,0.6812920690579614,0.9071896076202393,0.017586728540687012
52,0,10,0,10,biased,3,3,approximate,1.7782794100389228,0.9614832401275635,0.008197349459235885
53,0,10,0,10,biased,3,3,approximate,4.641588833612779,0.9291696548461914,0.005248410682432449
54,0,10,0,10,biased,3,3,approximate,12.115276586285889,1.0366275310516357,0.011255327819502881
55,0,10,0,10,biased,3,3,approximate,31.622776601683796,1.0815258026123047,0.022991714432921577
56,0,10,0,10,biased,4,4,ladmap,0.09999999999999999,1.8779358863830566,0.02412889541213837
57,0,10,0,10,biased,4,4,ladmap,0.2610157215682537,0.8442399501800537,0.019113297828751867
58,0,10,0,10,biased,4,4,ladmap,0.6812920690579614,0.8066778182983398,0.00999563551821385
59,0,10,0,10,biased,4,4,ladmap,1.7782794100389228,0.7359049320220947,0.00531060753333688
60,0,10,0,10,biased,4,4,ladmap,4.641588833612779,1.0948739051818848,0.010042720434350045
61,0,10,0,10,biased,4,4,ladmap,12.115276586285889,0.6358659267425537,0.021815228341887018
62,0,10,0,10,biased,4,4,ladmap,31.622776601683796,0.9565951824188232,0.04661631061470471
63,0,10,0,10,biased,4,4,approximate,0.09999999999999999,1.6752910614013672,0.02760364567798195
64,0,10,0,10,biased,4,4,approximate,0.2610157215682537,0.9532911777496338,0.024471483142029855
65,0,10,0,10,biased,4,4,approximate,0.6812920690579614,0.8489625453948975,0.017840865624181294
66,0,10,0,10,biased,4,4,approximate,1.7782794100389228,0.9906492233276367,0.008632916097770674
67,0,10,0,10,biased,4,4,approximate,4.641588833612779,0.9383859634399414,0.0056517877143372145
68,0,10,0,10,biased,4,4,approximate,12.115276586285889,0.9123728275299072,0.011034277288640086
69,0,10,0,10,biased,4,4,approximate,31.622776601683796,0.9997231960296631,0.02346325392107861
70,0,10,0,10,unbiased,0,5,ladmap,0.09999999999999999,1.8111934661865234,0.02392561082029529
71,0,10,0,10,unbiased,0,5,ladmap,0.2610157215682537,0.8782074451446533,0.018632617853833057
72,0,10,0,10,unbiased,0,5,ladmap,0.6812920690579614,0.7939705848693848,0.009759302737392454
73,0,10,0,10,unbiased,0,5,ladmap,1.7782794100389228,0.7818334102630615,0.004918307117745484
74,0,10,0,10,unbiased,0,5,ladmap,4.641588833612779,0.7951605319976807,0.00953051688350566
75,0,10,0,10,unbiased,0,5,ladmap,12.115276586285889,0.7980546951293945,0.020625159477586762
76,0,10,0,10,unbiased,0,5,ladmap,31.622776601683796,1.0312747955322266,0.04629100237666073
77,0,10,0,10,unbiased,0,5,approximate,0.09999999999999999,1.6282339096069336,0.027579948324814533
78,0,10,0,10,unbiased,0,5,approximate,0.2610157215682537,0.9588027000427246,0.02432624088932582
79,0,10,0,10,unbiased,0,5,approximate,0.6812920690579614,0.9615116119384766,0.017569707530783137
80,0,10,0,10,unbiased,0,5,approximate,1.7782794100389228,1.1823408603668213,0.008490252254697097
81,0,10,0,10,unbiased,0,5,approximate,4.641588833612779,0.8574652671813965,0.005295290278104647
82,0,10,0,10,unbiased,0,5,approximate,12.115276586285889,0.8199846744537354,0.010739600854621244
83,0,10,0,10,unbiased,0,5,approximate,31.622776601683796,0.8746280670166016,0.022299098041784295
84,0,10,0,10,unbiased,1,6,ladmap,0.09999999999999999,1.7627947330474854,0.024418391027359
85,0,10,0,10,unbiased,1,6,ladmap,0.2610157215682537,0.793994665145874,0.019093249853986912
86,0,10,0,10,unbiased,1,6,ladmap,0.6812920690579614,0.6397438049316406,0.009997647177856853
87,0,10,0,10,unbiased,1,6,ladmap,1.7782794100389228,0.6723084449768066,0.004744437447552246
88,0,10,0,10,unbiased,1,6,ladmap,4.641588833612779,0.7889366149902344,0.00994236511544359
89,0,10,0,10,unbiased,1,6,ladmap,12.115276586285889,0.7860825061798096,0.02143756950381851
90,0,10,0,10,unbiased,1,6,ladmap,31.622776601683796,0.8174154758453369,0.04733716659329669
91,0,10,0,10,unbiased,1,6,approximate,0.09999999999999999,1.4106879234313965,0.028013082490528862
92,0,10,0,10,unbiased,1,6,approximate,0.2610157215682537,0.9445033073425293,0.024754256805498087
93,0,10,0,10,unbiased,1,6,approximate,0.6812920690579614,0.9850921630859375,0.017898263360571265
94,0,10,0,10,unbiased,1,6,approximate,1.7782794100389228,0.9757416248321533,0.008562203543324307
95,0,10,0,10,unbiased,1,6,approximate,4.641588833612779,1.0245652198791504,0.0049506925738117945
96,0,10,0,10,unbiased,1,6,approximate,12.115276586285889,1.020094871520996,0.010770143792240488
97,0,10,0,10,unbiased,1,6,approximate,31.622776601683796,0.9945273399353027,0.02321887905130554
98,0,10,0,10,unbiased,2,7,ladmap,0.09999999999999999,1.757009744644165,0.02439066890314642
99,0,10,0,10,unbiased,2,7,ladmap,0.2610157215682537,0.8194828033447266,0.01908215607097186
100,0,10,0,10,unbiased,2,7,ladmap,0.6812920690579614,0.9808835983276367,0.009728314072416915
101,0,10,0,10,unbiased,2,7,ladmap,1.7782794100389228,0.6453685760498047,0.004463956972958388
102,0,10,0,10,unbiased,2,7,ladmap,4.641588833612779,0.7898602485656738,0.009642394201556149
103,0,10,0,10,unbiased,2,7,ladmap,12.115276586285889,0.7653436660766602,0.020418076544173363
104,0,10,0,10,unbiased,2,7,ladmap,31.622776601683796,0.8505165576934814,0.04585771650003863
105,0,10,0,10,unbiased,2,7,approximate,0.09999999999999999,1.6730966567993164,0.027852569592938744
106,0,10,0,10,unbiased,2,7,approximate,0.2610157215682537,1.0217351913452148,0.024702706494418185
107,0,10,0,10,unbiased,2,7,approximate,0.6812920690579614,0.9367110729217529,0.018001759551888853
108,0,10,0,10,unbiased,2,7,approximate,1.7782794100389228,1.0113399028778076,0.008404966710229278
109,0,10,0,10,unbiased,2,7,approximate,4.641588833612779,0.9804165363311768,0.004774967934050217
110,0,10,0,10,unbiased,2,7,approximate,12.115276586285889,0.9896605014801025,0.010577334624848181
111,0,10,0,10,unbiased,2,7,approximate,31.622776601683796,0.8481252193450928,0.022018409799636412
112,0,10,0,10,unbiased,3,8,ladmap,0.09999999999999999,1.8343966007232666,0.024650543626116822
113,0,10,0,10,unbiased,3,8,ladmap,0.2610157215682537,0.7866783142089844,0.019307094637331233
114,0,10,0,10,unbiased,3,8,ladmap,0.6812920690579614,0.7560629844665527,0.010038760922868836
115,0,10,0,10,unbiased,3,8,ladmap,1.7782794100389228,0.8448669910430908,0.0057541653141456196
116,0,10,0,10,unbiased,3,8,ladmap,4.641588833612779,0.8433234691619873,0.009752887305907352
117,0,10,0,10,unbiased,3,8,ladmap,12.115276586285889,0.7809574604034424,0.020453501003411236
118,0,10,0,10,unbiased,3,8,ladmap,31.622776601683796,1.0554478168487549,0.046229246581025465
119,0,10,0,10,unbiased,3,8,approximate,0.09999999999999999,1.8932688236236572,0.028034389042488495
120,0,10,0,10,unbiased,3,8,approximate,0.2610157215682537,0.9848034381866455,0.024870728442402224
121,0,10,0,10,unbiased,3,8,approximate,0.6812920690579614,0.9955956935882568,0.017995943257112075
122,0,10,0,10,unbiased,3,8,approximate,1.7782794100389228,0.9775006771087646,0.008418620119334228
123,0,10,0,10,unbiased,3,8,approximate,4.641588833612779,1.0639822483062744,0.005972572180356125
124,0,10,0,10,unbiased,3,8,approximate,12.115276586285889,0.9771835803985596,0.010923143874397386
125,0,10,0,10,unbiased,3,8,approximate,31.622776601683796,0.7987191677093506,0.022258810973198602
126,0,10,0,10,unbiased,4,9,ladmap,0.09999999999999999,1.7701854705810547,0.023898436547048027
127,0,10,0,10,unbiased,4,9,ladmap,0.2610157215682537,0.8070394992828369,0.01855197005787893
128,0,10,0,10,unbiased,4,9,ladmap,0.6812920690579614,0.9013850688934326,0.009336361924635933
129,0,10,0,10,unbiased,4,9,ladmap,1.7782794100389228,0.8457925319671631,0.004877823607703432
130,0,10,0,10,unbiased,4,9,ladmap,4.641588833612779,0.8553736209869385,0.009771845189254412
131,0,10,0,10,unbiased,4,9,ladmap,12.115276586285889,0.826012134552002,0.02167870509798007
132,0,10,0,10,unbiased,4,9,ladmap,31.622776601683796,0.8107950687408447,0.047107514206028336
133,0,10,0,10,unbiased,4,9,approximate,0.09999999999999999,1.470231294631958,0.02759017610030524
134,0,10,0,10,unbiased,4,9,approximate,0.2610157215682537,0.9275798797607422,0.024269083811581146
135,0,10,0,10,unbiased,4,9,approximate,0.6812920690579614,0.809459924697876,0.017443900068963625
