,true_flatfield_id,intensity,ave_count,n_images,blob_dist_key,rep
481,1,100,100,300,biased,1
482,1,100,100,300,biased,2
483,1,100,100,300,biased,3
484,1,100,100,300,biased,4
485,1,100,100,300,unbiased,0
486,1,100,100,300,unbiased,1
487,1,100,100,300,unbiased,2
488,1,100,100,300,unbiased,3
489,1,100,100,300,unbiased,4
500,1,1000,10,10,biased,0
501,1,1000,10,10,biased,1
502,1,1000,10,10,biased,2
503,1,1000,10,10,biased,3
504,1,1000,10,10,biased,4
505,1,1000,10,10,unbiased,0
506,1,1000,10,10,unbiased,1
507,1,1000,10,10,unbiased,2
508,1,1000,10,10,unbiased,3
509,1,1000,10,10,unbiased,4
510,1,1000,10,30,biased,0
511,1,1000,10,30,biased,1
512,1,1000,10,30,biased,2
513,1,1000,10,30,biased,3
514,1,1000,10,30,biased,4
515,1,1000,10,30,unbiased,0
516,1,1000,10,30,unbiased,1
517,1,1000,10,30,unbiased,2
518,1,1000,10,30,unbiased,3
519,1,1000,10,30,unbiased,4
520,1,1000,10,100,biased,0
521,1,1000,10,100,biased,1
522,1,1000,10,100,biased,2
523,1,1000,10,100,biased,3
524,1,1000,10,100,biased,4
525,1,1000,10,100,unbiased,0
526,1,1000,10,100,unbiased,1
527,1,1000,10,100,unbiased,2
528,1,1000,10,100,unbiased,3
529,1,1000,10,100,unbiased,4
530,1,1000,10,300,biased,0
531,1,1000,10,300,biased,1
532,1,1000,10,300,biased,2
533,1,1000,10,300,biased,3
534,1,1000,10,300,biased,4
535,1,1000,10,300,unbiased,0
536,1,1000,10,300,unbiased,1
537,1,1000,10,300,unbiased,2
538,1,1000,10,300,unbiased,3
539,1,1000,10,300,unbiased,4
550,1,1000,100,10,biased,0
551,1,1000,100,10,biased,1
552,1,1000,100,10,biased,2
553,1,1000,100,10,biased,3
554,1,1000,100,10,biased,4
555,1,1000,100,10,unbiased,0
556,1,1000,100,10,unbiased,1
557,1,1000,100,10,unbiased,2
558,1,1000,100,10,unbiased,3
559,1,1000,100,10,unbiased,4
560,1,1000,100,30,biased,0
561,1,1000,100,30,biased,1
562,1,1000,100,30,biased,2
563,1,1000,100,30,biased,3
564,1,1000,100,30,biased,4
565,1,1000,100,30,unbiased,0
566,1,1000,100,30,unbiased,1
567,1,1000,100,30,unbiased,2
568,1,1000,100,30,unbiased,3
569,1,1000,100,30,unbiased,4
570,1,1000,100,100,biased,0
571,1,1000,100,100,biased,1
572,1,1000,100,100,biased,2
573,1,1000,100,100,biased,3
574,1,1000,100,100,biased,4
575,1,1000,100,100,unbiased,0
576,1,1000,100,100,unbiased,1
577,1,1000,100,100,unbiased,2
578,1,1000,100,100,unbiased,3
579,1,1000,100,100,unbiased,4
580,1,1000,100,300,biased,0
581,1,1000,100,300,biased,1
582,1,1000,100,300,biased,2
583,1,1000,100,300,biased,3
584,1,1000,100,300,biased,4
585,1,1000,100,300,unbiased,0
586,1,1000,100,300,unbiased,1
587,1,1000,100,300,unbiased,2
588,1,1000,100,300,unbiased,3
589,1,1000,100,300,unbiased,4
600,2,10,10,10,biased,0
601,2,10,10,10,biased,1
602,2,10,10,10,biased,2
603,2,10,10,10,biased,3
604,2,10,10,10,biased,4
605,2,10,10,10,unbiased,0
606,2,10,10,10,unbiased,1
607,2,10,10,10,unbiased,2
608,2,10,10,10,unbiased,3
609,2,10,10,10,unbiased,4
610,2,10,10,30,biased,0
611,2,10,10,30,biased,1
612,2,10,10,30,biased,2
613,2,10,10,30,biased,3
614,2,10,10,30,biased,4
615,2,10,10,30,unbiased,0
616,2,10,10,30,unbiased,1
617,2,10,10,30,unbiased,2
618,2,10,10,30,unbiased,3
619,2,10,10,30,unbiased,4
620,2,10,10,100,biased,0
621,2,10,10,100,biased,1
622,2,10,10,100,biased,2
623,2,10,10,100,biased,3
624,2,10,10,100,biased,4
625,2,10,10,100,unbiased,0
626,2,10,10,100,unbiased,1
627,2,10,10,100,unbiased,2
628,2,10,10,100,unbiased,3
629,2,10,10,100,unbiased,4
630,2,10,10,300,biased,0
631,2,10,10,300,biased,1
632,2,10,10,300,biased,2
633,2,10,10,300,biased,3
634,2,10,10,300,biased,4
635,2,10,10,300,unbiased,0
636,2,10,10,300,unbiased,1
637,2,10,10,300,unbiased,2
638,2,10,10,300,unbiased,3
639,2,10,10,300,unbiased,4
650,2,10,100,10,biased,0
651,2,10,100,10,biased,1
652,2,10,100,10,biased,2
653,2,10,100,10,biased,3
654,2,10,100,10,biased,4
655,2,10,100,10,unbiased,0
656,2,10,100,10,unbiased,1
657,2,10,100,10,unbiased,2
658,2,10,100,10,unbiased,3
659,2,10,100,10,unbiased,4
660,2,10,100,30,biased,0
661,2,10,100,30,biased,1
662,2,10,100,30,biased,2
663,2,10,100,30,biased,3
664,2,10,100,30,biased,4
665,2,10,100,30,unbiased,0
